data;id;command;ischat;countsend
2020-06-12;508819225;balance;False;None
2020-06-12;277640895;start;False;None
2020-06-12;-1001349081185;emoji like;True;0.99
2020-06-12;-1001488356732;emoji like;True;2.95277383989945
2020-06-12;774273056;start;False;None
2020-06-12;774273056;balance;False;None
2020-06-12;450734020;balance;False;None
2020-06-12;450734020;topup;False;None
2020-06-12;450734020;spend;False;None
2020-06-12;642404196;start;False;None
2020-06-12;642404196;balance;False;None
2020-06-12;642404196;spend;False;None
2020-06-12;-1001372449225;emoji like;True;0.99
2020-06-12;-1001372449225;emoji like;True;0.99
2020-06-12;642404196;topup;False;None
2020-06-12;-1001372449225;emoji like;True;0.99
2020-06-12;508819225;balance;False;None
2020-06-12;-1001372449225;emoji like;True;0.9875928726262999
2020-06-12;330740612;balance;False;None
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;508819225;balance;False;None
2020-06-12;-1001168981901;emoji like;True;1
2020-06-12;391166709;balance;False;None
2020-06-12;-1001372449225;emoji like;True;10
2020-06-12;508819225;balance;False;None
2020-06-12;450734020;balance;False;None
2020-06-12;254290288;start;False;None
2020-06-12;254290288;topup;False;None
2020-06-12;254290288;balance;False;None
2020-06-12;466571296;start;False;None
2020-06-12;677874810;start;False;None
2020-06-12;677874810;balance;False;None
2020-06-12;677874810;spend;False;None
2020-06-12;677874810;topup;False;None
2020-06-12;651689297;spend;False;None
2020-06-12;515169717;start;False;None
2020-06-12;515169717;balance;False;None
2020-06-12;515169717;spend;False;None
2020-06-12;291647151;start;False;None
2020-06-12;291647151;balance;False;None
2020-06-12;291647151;spend;False;None
2020-06-12;515169717;topup;False;None
2020-06-12;291647151;balance;False;None
2020-06-12;291647151;topup;False;None
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;751981491;start;False;None
2020-06-12;751981491;spend;False;None
2020-06-12;330740612;balance;False;None
2020-06-12;-1001257895187;emoji like;True;1
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;-1001257895187;emoji like;True;10
2020-06-12;874125410;start;False;None
2020-06-12;874125410;spend;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;874125410;balance;False;None
2020-06-12;874125410;spend;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;495258170;balance;False;None
2020-06-12;495258170;spend;False;None
2020-06-12;874125410;spend;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;874125410;spend;False;None
2020-06-12;874125410;balance;False;None
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;-1001168981901;emoji like;True;0.9755489646525357
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;159016077;balance;False;None
2020-06-12;495258170;balance;False;None
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;159016077;balance;False;None
2020-06-12;159016077;balance;False;None
2020-06-12;159016077;balance;False;None
2020-06-12;159016077;balance;False;None
2020-06-12;883283141;balance;False;None
2020-06-12;87263523;start;False;None
2020-06-12;273761211;balance;False;None
2020-06-12;273761211;balance;False;None
2020-06-12;273761211;spend;False;None
2020-06-12;273761211;topup;False;None
2020-06-12;351102994;start;False;None
2020-06-12;351102994;balance;False;None
2020-06-12;351102994;spend;False;None
2020-06-12;351102994;topup;False;None
2020-06-12;1108264827;start;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;spend;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;spend;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1108264827;spend;False;None
2020-06-12;1108264827;spend;False;None
2020-06-12;1108264827;balance;False;None
2020-06-12;1108264827;topup;False;None
2020-06-12;1137666139;start;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;644882968;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1144215512;spend;False;None
2020-06-12;468498371;topup;False;None
2020-06-12;468498371;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.977591495054168
2020-06-12;-1001358830659;emoji like;True;1
2020-06-12;343972018;start;False;None
2020-06-12;297305919;balance;False;None
2020-06-12;297305919;topup;False;None
2020-06-12;187097214;spend;False;None
2020-06-12;187097214;balance;False;None
2020-06-12;446507878;balance;False;None
2020-06-12;-1001248219635;emoji like;True;0.9751829749624559
2020-06-12;1006866345;start;False;None
2020-06-12;1006866345;balance;False;None
2020-06-12;1006866345;topup;False;None
2020-06-12;1006866345;balance;False;None
2020-06-12;1006866345;spend;False;None
2020-06-12;-1001372449225;emoji like;True;1
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;spend;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1006866345;balance;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;1137666139;topup;False;None
2020-06-12;774770340;balance;False;None
2020-06-12;780918328;start;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;780918328;spend;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;289138560;start;False;None
2020-06-12;289138560;balance;False;None
2020-06-12;289138560;spend;False;None
2020-06-12;780918328;balance;False;None
2020-06-12;780918328;spend;False;None
2020-06-12;780918328;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;spend;False;None
2020-06-12;1029125736;topup;False;None
2020-06-12;1029125736;balance;False;None
2020-06-12;1029125736;balance;False;None
